PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
A.J. Brown,WR,TEN,@CLE,-110,45.50,5.50,20.00,5100,5.3,1.1,1.83
Lamar Jackson,QB,BAL,@MIA,-110,38.50,-6.50,22.50,7400,20.2,2.7,1.81
Breshad Perriman,WR,TB,SF,-110,51.00,-1.00,26.00,4800,5.9,1.2,1.78
Josh Allen,QB,BUF,@NYJ,-105,40.50,2.50,19.00,6900,17.7,2.6,1.76
T.J. Hockenson,TE,DET,@ARI,-115,46.50,-2.50,24.50,4900,5.8,1.2,1.76
Mark Andrews,TE,BAL,@MIA,-110,38.50,-6.50,22.50,5400,7.3,1.4,1.72
Darrell Henderson,RB,LAR,@CAR,-110,50.00,-1.50,25.75,5400,7.6,1.4,1.71
Geoff Swaim,TE,JAX,KC,100,51.50,3.00,24.25,4500,4.4,1.0,1.69
Keelan Cole,WR,JAX,KC,100,51.50,3.00,24.25,4700,5.2,1.1,1.63
D.J. Chark,WR,JAX,KC,100,51.50,3.00,24.25,4900,5.2,1.1,1.59
Travis Benjamin,WR,LAC,IND,-110,44.50,-6.50,25.50,4900,5.9,1.2,1.57
C.J. Anderson,RB,DET,@ARI,-115,46.50,-2.50,24.50,5300,7.4,1.4,1.51
Giovani Bernard,RB,CIN,@SEA,-110,44.00,9.50,17.25,5200,5.9,1.1,1.50
Zay Jones,WR,BUF,@NYJ,-105,40.50,2.50,19.00,5000,6.5,1.3,1.47
Damion Willis,WR,CIN,@SEA,-110,44.00,9.50,17.25,4500,5.0,1.1,1.47
Jesse James,TE,DET,@ARI,-115,46.50,-2.50,24.50,4000,4.9,1.2,1.47
C.J. Uzomah,TE,CIN,@SEA,-110,44.00,9.50,17.25,4300,3.9,0.9,1.44
Sam Darnold,QB,NYJ,BUF,-115,40.50,-2.50,21.50,6700,16.9,2.5,1.43
Quincy Enunwa,WR,NYJ,BUF,-115,40.50,-2.50,21.50,5200,7.8,1.5,1.42
Nick Vannett,TE,SEA,CIN,-110,44.00,-9.50,26.75,4800,2.9,0.6,1.37
Terry McLaurin,WR,WAS,@PHI,-110,45.00,10.00,17.50,4500,4.4,1.0,1.34
Danny Amendola,WR,DET,@ARI,-115,46.50,-2.50,24.50,4900,6.1,1.2,1.31
Dare Ogunbowale,RB,TB,SF,-110,51.00,-1.00,26.00,4500,5.6,1.3,1.27
Matthew Stafford,QB,DET,@ARI,-115,46.50,-2.50,24.50,6600,16.3,2.5,1.25
