PLAYER,POS,TEAM,OPP,ML,O/U,SPRD,TM/P,SAL,FPTS,VAL,OWN%
Ryan Grant,WR,OAK,DEN,-110,43.00,2.50,20.25,4500,7.3,1.6,1.27
Matthew Stafford,QB,DET,@ARI,-115,46.50,-2.50,24.50,6600,16.3,2.5,1.25
Darrell Henderson,RB,LAR,@CAR,-110,50.00,-2.00,26.00,5400,7.6,1.4,1.25
Noah Fant,TE,DEN,@OAK,-110,43.00,-2.50,22.75,4900,5.7,1.2,1.25
Marquez Valdes-Scantling,WR,GB,@CHI,100,46.50,3.00,21.75,5900,7.5,1.3,1.24
Keelan Cole,WR,JAX,KC,100,51.50,3.00,24.25,4700,5.2,1.1,1.19
Jesse James,TE,DET,@ARI,-115,46.50,-2.50,24.50,4000,4.9,1.2,1.17
D.J. Chark,WR,JAX,KC,100,51.50,3.00,24.25,4900,5.2,1.1,1.16
C.J. Uzomah,TE,CIN,@SEA,-110,44.00,9.50,17.25,4300,3.9,0.9,1.16
Travis Benjamin,WR,LAC,IND,-110,44.50,-6.50,25.50,4900,5.9,1.2,1.14
James Washington,WR,PIT,@NE,-110,49.00,5.50,21.75,5500,4.9,0.9,1.12
Nick Vannett,TE,SEA,CIN,-110,44.00,-9.50,26.75,4800,2.9,0.6,1.12
C.J. Anderson,RB,DET,@ARI,-115,46.50,-2.50,24.50,5300,7.4,1.4,1.10
Giovani Bernard,RB,CIN,@SEA,-110,44.00,9.50,17.25,5200,5.9,1.1,1.10
Damion Willis,WR,CIN,@SEA,-110,44.00,9.50,17.25,4500,5.0,1.1,1.08
Zay Jones,WR,BUF,@NYJ,-105,40.50,2.50,19.00,5000,6.5,1.3,1.06
Josh Hill,TE,NO,HOU,-105,52.50,-7.00,29.75,4000,3.0,0.8,1.04
Eli Manning,QB,NYG,@DAL,-115,45.50,7.50,19.00,6400,13.0,2.0,1.03
Jacoby Brissett,QB,IND,@LAC,-110,44.50,6.50,19.00,6000,14.0,2.3,1.02
Quincy Enunwa,WR,NYJ,BUF,-115,40.50,-2.50,21.50,5200,7.8,1.5,1.02
Ryan Switzer,WR,PIT,@NE,-110,49.00,5.50,21.75,4500,4.5,1.0,1.02
Terry McLaurin,WR,WAS,@PHI,-110,45.00,10.00,17.50,4500,4.4,1.0,0.99
Jonnu Smith,TE,TEN,@CLE,-110,45.50,5.50,20.00,4000,3.1,0.8,0.97
DaeSean Hamilton,WR,DEN,@OAK,-110,43.00,-2.50,22.75,5600,6.6,1.2,0.96
Danny Amendola,WR,DET,@ARI,-115,46.50,-2.50,24.50,4900,6.1,1.2,0.95
Trey Burton,TE,CHI,GB,-120,46.50,-3.00,24.75,5600,0.0,0.0,0.94
Dare Ogunbowale,RB,TB,SF,-110,51.00,-1.00,26.00,4500,5.6,1.3,0.93
Ito Smith,RB,ATL,@MIN,-110,47.50,4.00,21.75,5400,7.0,1.3,0.90
Cody Latimer,WR,NYG,@DAL,-115,45.50,7.50,19.00,5500,5.2,0.9,0.87
Irv Smith Jr.,TE,MIN,ATL,-110,47.50,-4.00,25.75,4000,2.8,0.7,0.87
Derek Carr,QB,OAK,DEN,-110,43.00,2.50,20.25,6600,15.8,2.4,0.85
Marqise Lee,WR,JAX,KC,100,51.50,3.00,24.25,5000,4.4,0.9,0.85
Ross Dwelley,TE,SF,@TB,-110,51.00,1.00,25.00,4000,2.7,0.7,0.85
Ian Thomas,TE,CAR,LAR,-110,50.00,2.00,24.00,4600,3.6,0.8,0.84
Frank Gore,RB,BUF,@NYJ,-105,40.50,2.50,19.00,4900,6.3,1.3,0.82
Josh Reynolds,WR,LAR,@CAR,-110,50.00,-2.00,26.00,4900,5.3,1.1,0.81
Jarius Wright,WR,CAR,LAR,-110,50.00,2.00,24.00,4700,5.1,1.1,0.81
Anthony Firkser,TE,TEN,@CLE,-110,45.50,5.50,20.00,4000,2.6,0.6,0.80
Joe Flacco,QB,DEN,@OAK,-110,43.00,-2.50,22.75,6400,15.3,2.4,0.76
Marquise Brown,WR,BAL,@MIA,-110,38.50,-6.50,22.50,5000,7.2,1.4,0.76
Jerell Adams,TE,HOU,@NO,-115,52.50,7.00,22.75,4000,2.0,0.5,0.75
Tyler Higbee,TE,LAR,@CAR,-110,50.00,-2.00,26.00,4000,3.3,0.8,0.74
Chad Beebe,WR,MIN,ATL,-110,47.50,-4.00,25.75,4800,3.9,0.8,0.73
James O'Shaughnessy,TE,JAX,KC,100,51.50,3.00,24.25,4000,2.4,0.6,0.71
LeSean McCoy,RB,KC,@JAX,-120,51.50,-3.00,27.25,5800,6.8,1.2,0.66
Rex Burkhead,RB,NE,PIT,-110,49.00,-5.50,27.25,4800,4.9,1.0,0.66
Mike Davis,RB,CHI,GB,-120,46.50,-3.00,24.75,4900,5.0,1.0,0.65
Hayden Hurst,TE,BAL,@MIA,-110,38.50,-6.50,22.50,4400,4.6,1.0,0.65
Adrian Peterson,RB,WAS,@PHI,-110,45.00,10.00,17.50,5600,3.7,0.7,0.65
Mecole Hardman,WR,KC,@JAX,-120,51.50,-3.00,27.25,5100,5.3,1.0,0.63
Charles Clay,TE,ARI,DET,-105,46.50,2.50,22.00,4200,3.7,0.9,0.63
Virgil Green,TE,LAC,IND,-110,44.50,-6.50,25.50,4000,2.7,0.7,0.63
Ryan Griffin,TE,NYJ,BUF,-115,40.50,-2.50,21.50,4000,4.2,1.1,0.62
Demarcus Robinson,WR,KC,@JAX,-120,51.50,-3.00,27.25,4800,5.1,1.1,0.60
Cordarrelle Patterson,WR,CHI,GB,-120,46.50,-3.00,24.75,4500,4.5,1.0,0.57
Malcolm Brown,RB,LAR,@CAR,-110,50.00,-2.00,26.00,4900,5.1,1.0,0.56
Jakobi Meyers,WR,NE,PIT,-110,49.00,-5.50,27.25,4500,3.7,0.8,0.56
Alexander Mattison,RB,MIN,ATL,-110,47.50,-4.00,25.75,4900,3.4,0.7,0.56
Dawson Knox,TE,BUF,@NYJ,-105,40.50,2.50,19.00,4600,2.9,0.6,0.56
Demetrius Harris,TE,CLE,TEN,-110,45.50,-5.50,25.50,4000,2.4,0.6,0.56
Rhett Ellison,TE,NYG,@DAL,-115,45.50,7.50,19.00,4000,2.3,0.6,0.56
Keith Kirkwood,WR,NO,HOU,-105,52.50,-7.00,29.75,4600,2.7,0.6,0.53
Darren Fells,TE,HOU,@NO,-115,52.50,7.00,22.75,4000,1.1,0.3,0.51
Willie Snead,WR,BAL,@MIA,-110,38.50,-6.50,22.50,4800,6.1,1.3,0.50
Chris Hogan,WR,CAR,LAR,-110,50.00,2.00,24.00,4600,4.1,0.9,0.50
Jeff Heuerman,TE,DEN,@OAK,-110,43.00,-2.50,22.75,4200,2.9,0.7,0.50
Cole Beasley,WR,BUF,@NYJ,-105,40.50,2.50,19.00,4800,4.5,0.9,0.49
Xavier Grimble,TE,PIT,@NE,-110,49.00,5.50,21.75,4000,1.3,0.3,0.49
Taywan Taylor,WR,CLE,TEN,-110,45.50,-5.50,25.50,4500,3.9,0.9,0.48
Ryquell Armstead,RB,JAX,KC,100,51.50,3.00,24.25,4500,3.0,0.7,0.48
Mo Alie-Cox,TE,IND,@LAC,-110,44.50,6.50,19.00,4000,2.1,0.5,0.48
C.J. Prosise,RB,SEA,CIN,-110,44.00,-9.50,26.75,4500,1.8,0.4,0.48
Ryan Fitzpatrick,QB,MIA,BAL,-110,38.50,6.50,16.00,6200,16.2,2.6,0.47
Jamaal Williams,RB,GB,@CHI,100,46.50,3.00,21.75,5300,6.2,1.2,0.47
Tim Patrick,WR,DEN,@OAK,-110,43.00,-2.50,22.75,4500,4.7,1.0,0.47
Dalton Schultz,TE,DAL,NYG,-105,45.50,-7.50,26.50,4000,1.3,0.3,0.47
Levine Toilolo,TE,SF,@TB,-110,51.00,1.00,25.00,4000,1.2,0.3,0.46
Kyle Juszczyk,RB,SF,@TB,-110,51.00,1.00,25.00,4600,2.8,0.6,0.45
Gary Jennings,WR,SEA,CIN,-110,44.00,-9.50,26.75,4500,2.1,0.5,0.45
Tyler Conklin,TE,MIN,ATL,-110,47.50,-4.00,25.75,4000,1.3,0.3,0.45
Josh Oliver,TE,JAX,KC,100,51.50,3.00,24.25,4500,1.2,0.3,0.45
T.J. Yeldon,RB,BUF,@NYJ,-105,40.50,2.50,19.00,4600,4.6,1.0,0.44
Diontae Johnson,WR,PIT,@NE,-110,49.00,5.50,21.75,4500,2.7,0.6,0.44
Jeremy Sprinkle,TE,WAS,@PHI,-110,45.00,10.00,17.50,4000,1.1,0.3,0.44
John Ursua,WR,SEA,CIN,-110,44.00,-9.50,26.75,4500,2.0,0.4,0.43
Mike Gesicki,TE,MIA,BAL,-110,38.50,6.50,16.00,4900,5.0,1.0,0.39
J.J. Nelson,WR,OAK,DEN,-110,43.00,2.50,20.25,4500,4.7,1.0,0.38
Jake Kumerow,WR,GB,@CHI,100,46.50,3.00,21.75,4500,4.4,1.0,0.38
Drew Sample,TE,CIN,@SEA,-110,44.00,9.50,17.25,4000,1.1,0.3,0.38
Darren Sproles,RB,PHI,WAS,-110,45.00,-10.00,27.50,4600,2.6,0.6,0.37
Maxx Williams,TE,ARI,DET,-105,46.50,2.50,22.00,4100,2.5,0.6,0.37
Case Keenum,QB,WAS,@PHI,-110,45.00,10.00,17.50,6200,9.0,1.5,0.36
Tajae Sharpe,WR,TEN,@CLE,-110,45.50,5.50,20.00,4500,2.3,0.5,0.36
Ryan Izzo,TE,NE,PIT,-110,49.00,-5.50,27.25,4000,1.2,0.3,0.36
Logan Paulsen,TE,HOU,@NO,-115,52.50,7.00,22.75,4000,0.4,0.1,0.36
Miles Boykin,WR,BAL,@MIA,-110,38.50,-6.50,22.50,4500,5.3,1.2,0.35
Robert Tonyan,TE,GB,@CHI,100,46.50,3.00,21.75,4000,2.2,0.6,0.35
Kaden Smith,TE,SF,@TB,-110,51.00,1.00,25.00,4000,0.7,0.2,0.35
DeVante Parker,WR,MIA,BAL,-110,38.50,6.50,16.00,5300,7.4,1.4,0.34
Trent Sherfield,WR,ARI,DET,-105,46.50,2.50,22.00,4500,4.3,1.0,0.34
Tyler Kroft,TE,BUF,@NYJ,-105,40.50,2.50,19.00,4300,1.8,0.4,0.34
Jaron Brown,WR,SEA,CIN,-110,44.00,-9.50,26.75,4500,1.5,0.3,0.34
MyCole Pruitt,TE,TEN,@CLE,-110,45.50,5.50,20.00,4000,0.6,0.1,0.34
Deon Yelder,TE,KC,@JAX,-120,51.50,-3.00,27.25,4000,1.9,0.5,0.33
J.J. Arcega-Whiteside,WR,PHI,WAS,-110,45.00,-10.00,27.50,4800,2.1,0.4,0.32
Kenyan Drake,RB,MIA,BAL,-110,38.50,6.50,16.00,6000,9.5,1.6,0.31
DeAndre Carter,WR,HOU,@NO,-115,52.50,7.00,22.75,4500,1.6,0.4,0.31
Tanner Hudson,TE,TB,SF,-110,51.00,-1.00,26.00,4000,0.9,0.2,0.31
Ty Montgomery,RB,NYJ,BUF,-115,40.50,-2.50,21.50,4900,6.3,1.3,0.30
KeeSean Johnson,WR,ARI,DET,-105,46.50,2.50,22.00,4900,4.1,0.8,0.29
Tavon Austin,WR,DAL,NYG,-105,45.50,-7.50,26.50,4500,2.1,0.5,0.29
Raheem Mostert,RB,SF,@TB,-110,51.00,1.00,25.00,4500,1.9,0.4,0.29
Chester Rogers,WR,IND,@LAC,-110,44.50,6.50,19.00,4700,2.9,0.6,0.28
Damien Harris,RB,NE,PIT,-110,49.00,-5.50,27.25,5400,2.6,0.5,0.27
Ricky Seals-Jones,TE,CLE,TEN,-110,45.50,-5.50,25.50,4700,0.7,0.2,0.27
Zach Gentry,TE,PIT,@NE,-110,49.00,5.50,21.75,4000,0.1,0.0,0.27
Dontrell Hilliard,RB,CLE,TEN,-110,45.50,-5.50,25.50,4800,3.2,0.7,0.26
Wendell Smallwood,RB,WAS,@PHI,-110,45.00,10.00,17.50,4700,1.7,0.4,0.26
Austin Carr,WR,NO,HOU,-105,52.50,-7.00,29.75,4500,1.5,0.3,0.26
Jaeden Graham,TE,ATL,@MIN,-110,47.50,4.00,21.75,4000,1.1,0.3,0.26
Corey Clement,RB,PHI,WAS,-110,45.00,-10.00,27.50,4500,1.8,0.4,0.25
Ben Braunecker,TE,CHI,GB,-120,46.50,-3.00,24.75,4000,0.7,0.2,0.24
